inst#,actual,predicted,error,prediction
8738,5:5,5:5,,1
8739,5:5,5:5,,1
8740,7:7,7:7,,1
8741,2:2,2:2,,0.99
8742,5:5,5:5,,1
8743,4:4,4:4,,0.95
8744,4:4,4:4,,1
8745,4:4,4:4,,1
8746,2:2,2:2,,1
8747,5:5,5:5,,1
8748,3:3,3:3,,1
8749,4:4,4:4,,1
8750,4:4,4:4,,1
8751,5:5,5:5,,1
8752,4:4,4:4,,1
8753,5:5,5:5,,1
8754,1:1,2:2,+,0.58
8755,6:6,6:6,,1
8756,1:1,1:1,,0.76
8757,2:2,2:2,,0.73
8758,7:7,7:7,,1
8759,7:7,7:7,,1
8760,4:4,4:4,,1
8761,4:4,4:4,,0.99
8762,2:2,2:2,,0.61
8763,7:7,5:5,+,1
8764,2:2,2:2,,1
8765,4:4,4:4,,1
8766,1:1,1:1,,0.79
8767,2:2,2:2,,0.66
8768,4:4,4:4,,0.98
8769,4:4,4:4,,1
8770,4:4,4:4,,0.99
8771,3:3,3:3,,1
8772,2:2,2:2,,0.98
8773,4:4,4:4,,0.88
8774,2:2,2:2,,0.98
8775,2:2,1:1,+,0.65
8776,2:2,2:2,,0.88
8777,4:4,4:4,,1
8778,1:1,1:1,,0.86
8779,4:4,4:4,,1
8780,1:1,1:1,,0.86
8781,2:2,2:2,,0.97
8782,3:3,3:3,,1
8783,2:2,2:2,,0.98
8784,2:2,1:1,+,0.78
8785,4:4,4:4,,1
8786,4:4,4:4,,1
8787,5:5,5:5,,1
8788,2:2,1:1,+,0.6
8789,4:4,4:4,,1
8790,1:1,1:1,,0.91
8791,3:3,3:3,,1
8792,2:2,2:2,,0.99
8793,4:4,4:4,,1
8794,3:3,3:3,,1
8795,2:2,2:2,,1
8796,1:1,1:1,,0.55
8797,1:1,1:1,,1
8798,4:4,4:4,,1
8799,1:1,2:2,+,0.62
8800,2:2,2:2,,0.98
8801,4:4,4:4,,1
8802,4:4,4:4,,1
8803,2:2,1:1,+,0.65
8804,2:2,2:2,,0.98
8805,3:3,3:3,,0.95
8806,5:5,5:5,,1
8807,4:4,4:4,,1
8808,4:4,4:4,,1
8809,1:1,1:1,,0.52
8810,4:4,4:4,,0.99
8811,5:5,5:5,,1
8812,4:4,4:4,,1
8813,2:2,2:2,,0.74
8814,2:2,1:1,+,0.68
8815,1:1,1:1,,0.93
8816,3:3,3:3,,1
8817,3:3,3:3,,1
8818,4:4,4:4,,1
8819,2:2,2:2,,0.82
8820,3:3,3:3,,1
8821,1:1,1:1,,0.59
8822,2:2,1:1,+,0.62
8823,4:4,4:4,,1
8824,4:4,4:4,,1
8825,1:1,1:1,,0.95
8826,4:4,4:4,,1
8827,4:4,4:4,,1
8828,1:1,2:2,+,0.85
8829,3:3,3:3,,1
8830,4:4,4:4,,1
8831,7:7,7:7,,1
8832,4:4,4:4,,0.99
8833,4:4,4:4,,1
8834,4:4,4:4,,1
8835,4:4,4:4,,1
8836,5:5,5:5,,1
8837,3:3,3:3,,0.99
8838,1:1,1:1,,1
8839,4:4,4:4,,1
8840,5:5,5:5,,1
8841,3:3,3:3,,1
8842,4:4,4:4,,1
8843,7:7,7:7,,1
8844,3:3,3:3,,0.58
8845,2:2,2:2,,0.96
8846,2:2,2:2,,0.77
8847,3:3,3:3,,1
8848,4:4,4:4,,0.99
8849,2:2,1:1,+,0.82
8850,2:2,2:2,,1
8851,7:7,7:7,,1
8852,1:1,1:1,,0.98
8853,4:4,4:4,,1
8854,2:2,1:1,+,0.63
8855,3:3,3:3,,1
8856,4:4,4:4,,0.99
8857,6:6,4:4,+,0.78
8858,6:6,6:6,,1
8859,4:4,4:4,,1
8860,4:4,4:4,,1
8861,4:4,4:4,,1
8862,7:7,7:7,,1
8863,4:4,4:4,,1
8864,1:1,1:1,,0.56
8865,4:4,4:4,,1
8866,2:2,2:2,,0.92
8867,1:1,2:2,+,0.57
8868,5:5,5:5,,1
8869,4:4,4:4,,1
8870,4:4,4:4,,1
8871,3:3,3:3,,1
8872,2:2,2:2,,0.95
8873,5:5,5:5,,1
8874,4:4,4:4,,1
8875,1:1,1:1,,0.81
8876,4:4,4:4,,1
8877,4:4,4:4,,1
8878,4:4,4:4,,1
8879,2:2,2:2,,0.97
8880,6:6,3:3,+,0.64
8881,4:4,4:4,,1
8882,4:4,4:4,,1
8883,4:4,4:4,,1
8884,4:4,4:4,,1
8885,2:2,2:2,,1
8886,4:4,4:4,,1
8887,2:2,1:1,+,0.85
8888,4:4,4:4,,1
8889,4:4,4:4,,0.71
8890,3:3,3:3,,0.65
8891,4:4,4:4,,1
8892,1:1,1:1,,0.84
8893,5:5,5:5,,1
8894,4:4,4:4,,1
8895,5:5,5:5,,1
8896,3:3,3:3,,1
8897,7:7,7:7,,1
8898,1:1,2:2,+,0.63
8899,1:1,1:1,,0.81
8900,4:4,4:4,,1
8901,4:4,4:4,,0.98
8902,5:5,5:5,,1
8903,4:4,4:4,,1
8904,1:1,2:2,+,0.83
8905,6:6,6:6,,1
8906,3:3,3:3,,1
8907,7:7,7:7,,1
8908,5:5,5:5,,1
8909,5:5,5:5,,1
8910,4:4,4:4,,1
8911,6:6,6:6,,1
8912,4:4,4:4,,1
8913,2:2,2:2,,0.96
8914,1:1,1:1,,0.66
8915,2:2,2:2,,0.99
8916,2:2,2:2,,1
8917,2:2,2:2,,0.93
8918,4:4,4:4,,1
8919,4:4,4:4,,1
8920,7:7,7:7,,1
8921,2:2,2:2,,0.72
8922,3:3,3:3,,0.99
8923,6:6,6:6,,1
8924,4:4,4:4,,1
8925,4:4,4:4,,1
8926,4:4,4:4,,1
8927,4:4,4:4,,1
8928,2:2,2:2,,0.92
8929,5:5,5:5,,1
8930,2:2,1:1,+,0.57
8931,2:2,2:2,,0.57
8932,4:4,4:4,,1
8933,5:5,5:5,,1
8934,4:4,4:4,,1
8935,7:7,7:7,,1
8936,4:4,4:4,,1
8937,4:4,4:4,,1
8938,1:1,1:1,,0.84
8939,4:4,4:4,,0.98
8940,3:3,3:3,,1
8941,4:4,4:4,,1
8942,2:2,2:2,,0.74
8943,4:4,4:4,,1
8944,4:4,4:4,,1
8945,2:2,2:2,,1
8946,1:1,2:2,+,0.76
8947,4:4,4:4,,1
8948,7:7,7:7,,1
8949,5:5,5:5,,1
8950,1:1,1:1,,0.74
8951,6:6,6:6,,1
8952,6:6,6:6,,0.96
8953,1:1,2:2,+,0.65
8954,2:2,2:2,,0.8
8955,4:4,4:4,,0.98
8956,7:7,7:7,,1
8957,7:7,7:7,,1
8958,1:1,1:1,,0.76
8959,3:3,3:3,,1
8960,4:4,4:4,,1
8961,1:1,1:1,,0.74
8962,5:5,5:5,,1
8963,2:2,2:2,,0.97
8964,6:6,6:6,,1
8965,3:3,3:3,,1
8966,2:2,2:2,,0.8
8967,7:7,7:7,,1
8968,2:2,2:2,,0.98
8969,4:4,4:4,,1
8970,4:4,4:4,,0.98
8971,4:4,4:4,,1
8972,3:3,3:3,,1
8973,4:4,4:4,,1
8974,6:6,6:6,,1
8975,4:4,4:4,,1
8976,6:6,6:6,,1
8977,4:4,4:4,,1
8978,3:3,3:3,,1
8979,4:4,4:4,,1
8980,4:4,4:4,,0.94
8981,5:5,5:5,,1
8982,4:4,4:4,,1
8983,4:4,4:4,,1
8984,2:2,1:1,+,0.93
8985,1:1,2:2,+,0.6
8986,5:5,5:5,,1
8987,4:4,4:4,,1
8988,4:4,4:4,,1
8989,4:4,4:4,,1
8990,3:3,3:3,,1
8991,2:2,2:2,,0.98
8992,4:4,4:4,,1
8993,4:4,4:4,,1
8994,2:2,2:2,,0.98
8995,7:7,7:7,,1
8996,7:7,7:7,,1
8997,2:2,2:2,,1
8998,3:3,3:3,,1
8999,4:4,4:4,,1
9000,4:4,4:4,,1
9001,3:3,3:3,,1
9002,4:4,4:4,,0.97
9003,4:4,4:4,,1
9004,4:4,4:4,,1
9005,1:1,1:1,,0.98
9006,2:2,2:2,,1
9007,4:4,4:4,,1
9008,5:5,5:5,,1
9009,3:3,3:3,,1
9010,7:7,7:7,,1
9011,5:5,5:5,,1
9012,7:7,7:7,,1
9013,7:7,7:7,,1
9014,2:2,2:2,,1
9015,4:4,4:4,,1
9016,2:2,2:2,,1
9017,4:4,4:4,,1
9018,2:2,2:2,,1
9019,3:3,3:3,,1
9020,2:2,1:1,+,0.51
9021,1:1,1:1,,0.65
9022,1:1,1:1,,0.86
9023,2:2,2:2,,0.91
9024,2:2,2:2,,0.69
9025,4:4,4:4,,1
9026,6:6,4:4,+,0.53
9027,1:1,1:1,,0.61
9028,4:4,4:4,,0.95
9029,3:3,3:3,,0.97
9030,4:4,4:4,,1
9031,7:7,7:7,,1
9032,4:4,4:4,,0.99
9033,3:3,3:3,,1
9034,4:4,4:4,,1
9035,4:4,4:4,,1
9036,1:1,1:1,,0.91
9037,2:2,2:2,,0.93
9038,1:1,2:2,+,0.92
9039,4:4,4:4,,1
9040,2:2,2:2,,0.99
9041,1:1,1:1,,0.96
9042,4:4,4:4,,1
9043,4:4,4:4,,1
9044,1:1,1:1,,0.55
9045,5:5,5:5,,1
9046,5:5,5:5,,1
9047,3:3,3:3,,0.99
9048,4:4,4:4,,1
9049,2:2,1:1,+,0.79
9050,2:2,2:2,,0.99
9051,2:2,2:2,,1
9052,3:3,3:3,,1
9053,1:1,1:1,,0.74
9054,5:5,5:5,,1
9055,4:4,4:4,,1
9056,2:2,2:2,,0.69
9057,4:4,4:4,,1
9058,4:4,4:4,,1
9059,4:4,4:4,,1
9060,1:1,1:1,,0.61
9061,1:1,2:2,+,0.69
9062,3:3,3:3,,1
9063,4:4,4:4,,0.99
9064,4:4,4:4,,1
9065,2:2,2:2,,0.92
9066,1:1,1:1,,0.89
9067,4:4,4:4,,1
9068,4:4,4:4,,1
9069,3:3,3:3,,1
9070,2:2,2:2,,0.95
9071,7:7,7:7,,1
9072,4:4,4:4,,1
9073,7:7,7:7,,1
9074,7:7,7:7,,1
9075,3:3,3:3,,1
9076,2:2,2:2,,0.6
9077,7:7,7:7,,1
9078,2:2,2:2,,0.62
9079,2:2,2:2,,1
9080,2:2,2:2,,0.96
9081,2:2,2:2,,0.88
9082,5:5,5:5,,1
9083,3:3,3:3,,1
9084,7:7,7:7,,1
9085,4:4,4:4,,1
9086,3:3,3:3,,1
9087,1:1,1:1,,0.95
9088,2:2,2:2,,0.99
9089,2:2,2:2,,0.97
9090,2:2,1:1,+,0.72
9091,1:1,2:2,+,0.61
9092,4:4,4:4,,1
9093,4:4,4:4,,1
9094,1:1,1:1,,0.81
9095,1:1,2:2,+,0.74
9096,7:7,7:7,,1
9097,4:4,4:4,,1
9098,2:2,2:2,,0.71
9099,6:6,6:6,,1
9100,3:3,3:3,,1
9101,4:4,4:4,,1
9102,1:1,1:1,,0.74
9103,1:1,1:1,,0.95
9104,1:1,1:1,,0.88
9105,1:1,1:1,,0.58
9106,5:5,5:5,,1
9107,2:2,1:1,+,0.52
9108,4:4,4:4,,1
9109,4:4,4:4,,1
9110,5:5,5:5,,1
9111,7:7,7:7,,1
9112,4:4,4:4,,1
9113,4:4,4:4,,1
9114,7:7,7:7,,1
9115,6:6,6:6,,0.85
9116,4:4,4:4,,1
9117,5:5,5:5,,1
9118,4:4,4:4,,1
9119,3:3,3:3,,1
9120,3:3,3:3,,1
9121,4:4,4:4,,1
9122,2:2,2:2,,0.62
9123,5:5,5:5,,1
9124,1:1,1:1,,0.6
9125,4:4,4:4,,1
9126,2:2,2:2,,0.97
9127,4:4,4:4,,1
9128,1:1,2:2,+,0.53
9129,4:4,4:4,,1
9130,1:1,2:2,+,0.68
9131,2:2,2:2,,0.71
9132,4:4,4:4,,1
9133,2:2,2:2,,0.58
9134,5:5,5:5,,1
9135,4:4,4:4,,1
9136,2:2,2:2,,1
9137,3:3,3:3,,0.99
9138,4:4,3:3,+,0.91
9139,7:7,7:7,,1
9140,4:4,4:4,,1
9141,3:3,3:3,,0.99
9142,4:4,4:4,,1
9143,3:3,3:3,,0.99
9144,4:4,4:4,,1
9145,5:5,5:5,,1
9146,3:3,3:3,,1
9147,5:5,5:5,,1
9148,7:7,7:7,,1
9149,3:3,3:3,,0.99
9150,4:4,4:4,,1
9151,3:3,3:3,,1
9152,4:4,4:4,,1
9153,4:4,4:4,,1
9154,1:1,1:1,,0.84
9155,2:2,2:2,,0.92
9156,2:2,1:1,+,0.57
9157,4:4,4:4,,1
9158,4:4,4:4,,1
9159,3:3,3:3,,1
9160,4:4,4:4,,1
9161,4:4,4:4,,1
9162,3:3,3:3,,1
9163,2:2,2:2,,0.89
9164,3:3,3:3,,1
9165,2:2,2:2,,0.94
9166,3:3,3:3,,1
9167,4:4,4:4,,1
9168,4:4,4:4,,1
9169,4:4,4:4,,1
9170,4:4,4:4,,1
9171,4:4,4:4,,1
9172,4:4,4:4,,1
9173,4:4,4:4,,1
9174,4:4,4:4,,1
9175,4:4,4:4,,1
9176,4:4,4:4,,1
9177,4:4,4:4,,1
9178,4:4,4:4,,1
9179,1:1,1:1,,0.97
9180,2:2,2:2,,0.98
9181,4:4,4:4,,1
9182,4:4,4:4,,1
9183,4:4,4:4,,1
9184,2:2,2:2,,0.89
9185,2:2,2:2,,0.86
9186,2:2,2:2,,0.99
9187,3:3,3:3,,1
9188,4:4,4:4,,1
9189,2:2,2:2,,0.97
9190,3:3,3:3,,0.96
9191,7:7,7:7,,1
9192,4:4,4:4,,0.99
9193,2:2,2:2,,0.82
9194,4:4,4:4,,1
9195,1:1,1:1,,0.7
9196,2:2,2:2,,0.96
9197,4:4,4:4,,1
9198,6:6,6:6,,1
9199,1:1,2:2,+,0.65
9200,2:2,1:1,+,0.53
9201,4:4,4:4,,1
9202,2:2,2:2,,1
9203,1:1,1:1,,0.7
9204,7:7,7:7,,1
9205,3:3,3:3,,1
9206,6:6,6:6,,1
9207,3:3,3:3,,1
9208,6:6,6:6,,1
9209,4:4,4:4,,1
9210,1:1,1:1,,0.58
9211,3:3,3:3,,1
9212,3:3,3:3,,1
9213,3:3,3:3,,0.99
9214,3:3,3:3,,1
9215,4:4,4:4,,1
9216,4:4,4:4,,1
9217,4:4,4:4,,1
9218,2:2,2:2,,0.96
9219,2:2,2:2,,0.77
9220,7:7,7:7,,1
9221,5:5,5:5,,1
9222,3:3,6:6,+,0.64
9223,3:3,3:3,,1
9224,2:2,2:2,,0.89
9225,4:4,4:4,,1
9226,1:1,2:2,+,0.64
9227,5:5,5:5,,1
9228,5:5,5:5,,1
9229,1:1,1:1,,0.53
9230,1:1,1:1,,0.76
9231,2:2,2:2,,1
9232,4:4,4:4,,0.96
9233,5:5,5:5,,1
9234,3:3,3:3,,0.97
9235,3:3,3:3,,1
9236,4:4,4:4,,1
9237,1:1,1:1,,0.9
9238,7:7,7:7,,1
9239,5:5,5:5,,1
9240,4:4,4:4,,1
9241,2:2,2:2,,0.85
9242,1:1,1:1,,1
9243,5:5,5:5,,1
9244,4:4,4:4,,1
9245,1:1,1:1,,1
9246,4:4,4:4,,1
9247,3:3,3:3,,1
9248,3:3,3:3,,1
9249,1:1,1:1,,0.68
9250,2:2,2:2,,0.93
9251,7:7,7:7,,1
9252,2:2,2:2,,1
9253,5:5,5:5,,1
9254,4:4,4:4,,1
9255,3:3,3:3,,1
9256,4:4,4:4,,1
9257,1:1,1:1,,0.6
9258,4:4,4:4,,0.98
9259,6:6,6:6,,1
9260,1:1,1:1,,0.98
9261,1:1,2:2,+,0.68
9262,7:7,7:7,,1
9263,7:7,7:7,,1
9264,4:4,4:4,,1
9265,3:3,3:3,,1
9266,4:4,4:4,,1
9267,1:1,2:2,+,0.92
9268,2:2,2:2,,0.79
9269,1:1,1:1,,0.95
9270,4:4,4:4,,1
9271,4:4,4:4,,1
9272,4:4,4:4,,0.99
9273,3:3,3:3,,1
9274,4:4,4:4,,1
9275,3:3,3:3,,1
9276,1:1,1:1,,0.69
9277,4:4,4:4,,1
9278,4:4,4:4,,1
9279,2:2,2:2,,1
9280,5:5,5:5,,1
9281,2:2,2:2,,0.91
9282,2:2,2:2,,0.8
9283,2:2,2:2,,0.97
9284,5:5,5:5,,1
9285,2:2,2:2,,0.99
9286,1:1,1:1,,0.77
9287,2:2,2:2,,0.98
9288,4:4,4:4,,1
9289,2:2,2:2,,0.83
9290,1:1,1:1,,0.73
9291,4:4,4:4,,1
9292,5:5,5:5,,1
9293,2:2,2:2,,0.92
9294,4:4,4:4,,1
9295,2:2,1:1,+,0.58
9296,4:4,4:4,,1
9297,4:4,4:4,,0.66
9298,4:4,4:4,,1
9299,1:1,1:1,,0.94
9300,5:5,5:5,,1
9301,4:4,4:4,,1
9302,7:7,7:7,,1
9303,2:2,1:1,+,0.77
9304,2:2,2:2,,0.95
9305,4:4,4:4,,1
9306,4:4,4:4,,1
9307,1:1,1:1,,0.9
9308,4:4,4:4,,0.99
9309,4:4,4:4,,1
9310,2:2,1:1,+,0.59
9311,1:1,1:1,,0.83
9312,5:5,5:5,,1
9313,4:4,4:4,,1
9314,4:4,4:4,,1
9315,1:1,2:2,+,0.85
9316,4:4,4:4,,0.99
9317,4:4,4:4,,1
9318,4:4,4:4,,1
9319,6:6,6:6,,1
9320,2:2,2:2,,0.78
9321,4:4,4:4,,0.99
9322,4:4,4:4,,1
9323,4:4,4:4,,0.81
9324,4:4,4:4,,1
9325,4:4,4:4,,1
9326,3:3,3:3,,1
9327,5:5,5:5,,1
9328,2:2,2:2,,0.77
9329,3:3,3:3,,1
9330,2:2,2:2,,0.93
9331,5:5,5:5,,1
9332,2:2,2:2,,0.9
9333,7:7,7:7,,1
9334,4:4,4:4,,1
9335,6:6,6:6,,1
9336,2:2,2:2,,0.81
9337,4:4,4:4,,1
9338,4:4,4:4,,0.82
9339,1:1,2:2,+,0.63
9340,2:2,2:2,,0.94
9341,4:4,4:4,,0.95
9342,1:1,1:1,,0.91
9343,3:3,3:3,,1
9344,2:2,2:2,,0.99
9345,7:7,7:7,,1
9346,4:4,4:4,,1
9347,2:2,2:2,,0.95
9348,1:1,1:1,,0.92
9349,3:3,3:3,,1
9350,2:2,2:2,,0.83
9351,3:3,3:3,,1
9352,1:1,1:1,,0.96
9353,2:2,2:2,,1
9354,3:3,3:3,,1
9355,2:2,2:2,,0.68
9356,4:4,4:4,,1
9357,3:3,3:3,,1
9358,2:2,2:2,,0.98
9359,3:3,3:3,,1
9360,2:2,2:2,,1
9361,3:3,3:3,,1
9362,4:4,4:4,,1
9363,5:5,5:5,,1
9364,3:3,3:3,,0.97
9365,3:3,3:3,,1
9366,1:1,2:2,+,0.51
9367,4:4,4:4,,1
9368,4:4,4:4,,1
9369,3:3,3:3,,1
9370,5:5,5:5,,1
9371,2:2,2:2,,0.96
9372,4:4,4:4,,1
9373,3:3,3:3,,1
9374,1:1,1:1,,0.96
9375,2:2,2:2,,0.96
9376,1:1,1:1,,0.74
9377,2:2,2:2,,0.55
9378,1:1,1:1,,0.9
9379,2:2,2:2,,0.99
9380,4:4,4:4,,1
9381,4:4,4:4,,1
9382,4:4,4:4,,1
9383,4:4,4:4,,1
9384,5:5,5:5,,1
9385,2:2,2:2,,0.97
9386,4:4,4:4,,1
9387,3:3,3:3,,0.99
9388,7:7,7:7,,1
9389,1:1,2:2,+,0.51
9390,1:1,1:1,,0.93
9391,4:4,4:4,,1
9392,2:2,2:2,,0.8
9393,4:4,4:4,,0.95
9394,4:4,4:4,,1
9395,4:4,4:4,,1
9396,2:2,2:2,,0.98
9397,1:1,2:2,+,0.63
9398,4:4,4:4,,1
9399,4:4,4:4,,1
9400,3:3,3:3,,1
9401,1:1,1:1,,0.87
9402,3:3,3:3,,0.98
9403,2:2,2:2,,0.91
9404,2:2,2:2,,0.84
9405,1:1,2:2,+,0.83
9406,3:3,3:3,,1
9407,4:4,4:4,,1
9408,3:3,3:3,,1
9409,2:2,2:2,,0.53
9410,4:4,4:4,,1
9411,6:6,6:6,,1
9412,4:4,4:4,,0.99
9413,7:7,7:7,,1
9414,7:7,7:7,,1
9415,3:3,3:3,,1
9416,4:4,4:4,,1
9417,5:5,5:5,,1
9418,4:4,4:4,,1
9419,3:3,3:3,,1
9420,6:6,6:6,,1
9421,2:2,2:2,,1
9422,4:4,4:4,,1
9423,3:3,3:3,,1
9424,4:4,4:4,,1
9425,4:4,4:4,,1
9426,2:2,2:2,,0.54
9427,2:2,2:2,,0.88
9428,4:4,4:4,,1
9429,4:4,4:4,,1
9430,5:5,5:5,,1
9431,4:4,4:4,,1
9432,3:3,3:3,,1
9433,2:2,2:2,,0.99
9434,4:4,4:4,,1
9435,5:5,5:5,,1
9436,4:4,4:4,,1
9437,4:4,4:4,,1
9438,4:4,4:4,,1
9439,3:3,3:3,,1
9440,3:3,3:3,,1
9441,2:2,2:2,,0.99
9442,1:1,2:2,+,0.6
9443,4:4,4:4,,0.91
9444,4:4,4:4,,1
9445,2:2,2:2,,1
9446,5:5,5:5,,1
9447,3:3,3:3,,1
9448,1:1,2:2,+,0.52
9449,1:1,1:1,,0.67
9450,4:4,4:4,,1
9451,1:1,1:1,,0.78
9452,2:2,2:2,,0.89
9453,7:7,7:7,,1
9454,1:1,1:1,,0.83
9455,2:2,2:2,,1
9456,1:1,1:1,,0.51
9457,7:7,7:7,,1
9458,4:4,4:4,,1
9459,3:3,3:3,,1
9460,7:7,7:7,,1
9461,2:2,1:1,+,0.81
9462,7:7,7:7,,1
9463,4:4,4:4,,0.95
9464,2:2,2:2,,0.91
9465,2:2,2:2,,0.88
9466,4:4,4:4,,1
9467,2:2,1:1,+,0.64
9468,6:6,6:6,,1
9469,2:2,2:2,,0.68
9470,4:4,4:4,,1
9471,4:4,4:4,,1
9472,5:5,5:5,,1
9473,2:2,2:2,,0.96
9474,4:4,4:4,,1
9475,2:2,2:2,,0.85
9476,4:4,4:4,,1
9477,4:4,4:4,,1
9478,2:2,2:2,,0.98
9479,3:3,3:3,,1
9480,7:7,7:7,,1
9481,2:2,2:2,,0.69
9482,4:4,4:4,,1
9483,2:2,2:2,,0.53
9484,1:1,2:2,+,0.68
9485,6:6,6:6,,1
9486,3:3,3:3,,0.95
9487,7:7,7:7,,1
9488,2:2,2:2,,0.71
9489,7:7,7:7,,1
9490,2:2,2:2,,0.89
9491,1:1,1:1,,0.92
9492,4:4,4:4,,1
9493,2:2,2:2,,0.94
9494,2:2,2:2,,0.93
9495,1:1,2:2,+,0.82
9496,1:1,1:1,,0.95
9497,4:4,4:4,,1
9498,5:5,5:5,,1
9499,4:4,4:4,,1
9500,4:4,4:4,,1
9501,6:6,6:6,,1
9502,1:1,1:1,,0.61
9503,2:2,2:2,,0.94
9504,4:4,4:4,,0.99
9505,4:4,4:4,,1
9506,5:5,5:5,,1
9507,4:4,4:4,,1
9508,2:2,2:2,,0.83
9509,6:6,6:6,,0.99
9510,2:2,2:2,,0.99
9511,4:4,4:4,,1
9512,1:1,1:1,,0.68
9513,6:6,6:6,,0.99
9514,3:3,3:3,,0.99
9515,3:3,3:3,,1
9516,4:4,4:4,,1
9517,5:5,5:5,,1
9518,3:3,3:3,,1
9519,3:3,3:3,,1
9520,7:7,7:7,,1
9521,2:2,2:2,,0.65
9522,4:4,4:4,,1
9523,3:3,3:3,,0.99
9524,1:1,1:1,,0.94
9525,4:4,4:4,,1
9526,3:3,3:3,,1
9527,7:7,7:7,,1
9528,4:4,4:4,,1
9529,2:2,2:2,,0.79
9530,1:1,1:1,,0.62
9531,4:4,4:4,,1
9532,4:4,4:4,,0.68
9533,4:4,4:4,,1
9534,5:5,5:5,,1
9535,7:7,7:7,,1
9536,4:4,4:4,,1
9537,2:2,2:2,,0.99
9538,3:3,3:3,,1
9539,3:3,3:3,,1
9540,1:1,1:1,,0.91
9541,4:4,4:4,,0.9
9542,4:4,4:4,,1
9543,4:4,4:4,,1
9544,4:4,4:4,,1
9545,4:4,4:4,,1
9546,5:5,5:5,,1
9547,4:4,4:4,,1
9548,1:1,1:1,,0.78
9549,4:4,4:4,,1
9550,2:2,1:1,+,0.58
9551,7:7,7:7,,1
9552,4:4,4:4,,0.95
9553,2:2,2:2,,1
9554,1:1,1:1,,0.66
9555,3:3,3:3,,1
9556,4:4,4:4,,1
9557,7:7,7:7,,1
9558,3:3,3:3,,1
9559,4:4,4:4,,1
9560,3:3,3:3,,1
9561,1:1,1:1,,0.56
9562,3:3,3:3,,1
9563,4:4,4:4,,1
9564,4:4,4:4,,1
9565,2:2,2:2,,0.87
9566,7:7,7:7,,1
9567,1:1,1:1,,0.75
9568,3:3,3:3,,0.99
9569,2:2,2:2,,0.79
9570,4:4,4:4,,1
9571,6:6,6:6,,1
9572,1:1,1:1,,0.73
9573,2:2,1:1,+,0.76
9574,4:4,4:4,,1
9575,1:1,1:1,,0.83
9576,4:4,4:4,,1
9577,4:4,4:4,,1
9578,3:3,3:3,,1
9579,1:1,1:1,,0.89
9580,2:2,2:2,,0.99
9581,4:4,4:4,,1
9582,5:5,5:5,,1
9583,7:7,7:7,,1
9584,4:4,4:4,,1
9585,7:7,7:7,,1
9586,6:6,6:6,,1
9587,1:1,2:2,+,0.98
9588,4:4,4:4,,1
9589,4:4,4:4,,1
9590,7:7,7:7,,1
9591,5:5,5:5,,1
9592,1:1,1:1,,0.72
9593,5:5,5:5,,1
9594,3:3,3:3,,1
9595,1:1,1:1,,0.89
9596,2:2,2:2,,0.99
9597,4:4,4:4,,0.97
9598,3:3,3:3,,1
9599,2:2,1:1,+,0.71
9600,2:2,1:1,+,0.77
9601,2:2,2:2,,1
9602,3:3,3:3,,1
9603,7:7,7:7,,1
9604,4:4,4:4,,1
9605,1:1,1:1,,0.76
9606,6:6,6:6,,1
9607,1:1,1:1,,0.65
9608,4:4,4:4,,1
9609,5:5,5:5,,1
9610,4:4,4:4,,1
9611,4:4,4:4,,1
9612,7:7,7:7,,1
9613,7:7,7:7,,1
9614,2:2,2:2,,0.55
9615,2:2,2:2,,0.9
9616,3:3,3:3,,1
9617,7:7,7:7,,1
9618,2:2,2:2,,1
9619,5:5,5:5,,1
9620,4:4,4:4,,1
9621,7:7,7:7,,1
9622,2:2,2:2,,0.96
9623,4:4,4:4,,1
9624,2:2,2:2,,0.99
9625,6:6,6:6,,1
9626,2:2,2:2,,0.98
9627,4:4,4:4,,1
9628,4:4,4:4,,0.87
9629,3:3,3:3,,0.92
9630,7:7,7:7,,1
9631,4:4,4:4,,1
9632,4:4,4:4,,1
9633,3:3,3:3,,1
9634,3:3,3:3,,1
9635,2:2,2:2,,1
9636,5:5,5:5,,1
9637,4:4,4:4,,1
9638,4:4,4:4,,1
9639,4:4,4:4,,1
9640,3:3,3:3,,1
9641,7:7,7:7,,1
9642,4:4,4:4,,1
9643,3:3,3:3,,1
9644,4:4,4:4,,1
9645,1:1,1:1,,0.57
9646,2:2,2:2,,0.91
9647,4:4,4:4,,1
9648,4:4,4:4,,1
9649,7:7,7:7,,1
9650,4:4,4:4,,1
9651,3:3,3:3,,1
9652,2:2,2:2,,1
9653,7:7,7:7,,1
9654,6:6,6:6,,1
9655,2:2,2:2,,0.75
9656,1:1,1:1,,0.88
9657,1:1,1:1,,0.89
9658,4:4,4:4,,1
9659,3:3,3:3,,1
9660,2:2,2:2,,0.69
9661,2:2,2:2,,0.78
9662,2:2,2:2,,0.96
9663,3:3,3:3,,1
9664,2:2,2:2,,0.95
9665,3:3,3:3,,1
9666,2:2,2:2,,1
9667,4:4,4:4,,0.94
9668,4:4,4:4,,1
9669,2:2,2:2,,0.79
9670,4:4,4:4,,0.91
9671,1:1,2:2,+,0.54
9672,1:1,1:1,,0.95
9673,2:2,1:1,+,0.59
9674,4:4,4:4,,1
9675,4:4,4:4,,1
9676,4:4,4:4,,1
9677,4:4,4:4,,1
9678,2:2,2:2,,0.9
9679,4:4,4:4,,1
9680,4:4,4:4,,1
